unitid,OPEID,institution_name,addr1_txt,city_txt,state_cd,zip_text,ClassificationCode,classification_name,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,sector_name,SPORTSCODE,PARTIC_MEN,PARTIC_WOMEN,SUM_PARTIC_MEN,SUM_PARTIC_WOMEN,OPEXPPERPART_MEN,OPEXPPERTEAM_MEN,OPEXPPERPART_WOMEN,OPEXPPERTEAM_WOMEN,TOTAL_OPEXP_MENWOMEN,SUM_OPEXPPERPART_MEN,SUM_OPEXPPERTEAM_MEN,SUM_OPEXPPERPART_WOMEN,SUM_OPEXPPERTEAM_WOMEN,TOTAL_OPEXP_INCLCOED,MEN_TOTAL_HEADCOACH,WOMEN_TOTAL_HDCOACH,SUM_FTHDCOACH_MALE,SUM_PTHDCOACH_MALE,SUM_FTUNIVEMP_MALE,SUM_PTUNIVEMP_MALE,SUM_FTHDCOACH_FEM,SUM_PTHDCOACH_FEM,SUM_FTUNIVEMP_FEM,SUM_PTUNIVEMP_FEM,SUM_TOTAL_HDCOACH,MEN_TOTAL_ASSTCOACH,WOMEN_TOTAL_ASTCOACH,SUM_FTASCOACH_MALE,SUM_PTASCOACH_MALE,SUM_FTACUNIVEMP_MALE,SUM_PTACUNIVEMP_MALE,SUM_FTASCOACH_FEM,SUM_PTASCOACH_FEM,SUM_FTACUNIVEMP_FEM,SUM_PTACUNIVEMP_FEM,SUM_TOTAL_ASSTCOACH,REV_MEN,REV_WOMEN,TOTAL_REV_MENWOMEN,REVENUE_MENALL,REVENUE_WOMENALL,TOTAL_REVENUE_ALL,EXP_MEN,EXP_WOMEN,TOTAL_EXP_MENWOMEN,EXPENSE_MENALL,EXPENSE_WOMENALL,TOTAL_EXPENSE_ALL,Sports
166513,216100,University of Massachusetts-Lowell,1 University Ave,Lowell,MA,18545104,3,NCAA Division I without football,5865,4108,9973,1,"Public, 4-year or above",2,14,18,14,18,23670,331386,12551,225921,557307,23670,331386,12551,225921,557307,1,1,1,0,1,0,1,0,1,0,2,3,2,3,0,3,0,2,0,2,0,5,2192943,1421944,3614887,2192943,1421944,3614887,2007104,1421944,3429048,2007104,1421944,3429048,Basketball
166513,216100,University of Massachusetts-Lowell,1 University Ave,Lowell,MA,18545104,3,NCAA Division I without football,5865,4108,9973,1,"Public, 4-year or above",3,211,133,211,133,1152,243049,1280,170238,413287,1152,243049,1280,170238,413287,1,1,0,2,2,0,0,0,0,0,2,8,8,0,10,2,8,0,6,4,2,16,977054,768824,1745878,977054,768824,1745878,977054,768824,1745878,977054,768824,1745878,Track and Field and Cross Country (combined)
166513,216100,University of Massachusetts-Lowell,1 University Ave,Lowell,MA,18545104,3,NCAA Division I without football,5865,4108,9973,1,"Public, 4-year or above",6,,23,0,23,0,0,4650,106944,106944,0,0,4650,106944,106944,,1,0,0,0,0,1,0,1,0,1,,2,0,0,0,0,2,0,2,0,2,,1065277,1065277,0,1065277,1065277,,1042647,1042647,0,1042647,1042647,Field Hockey
166513,216100,University of Massachusetts-Lowell,1 University Ave,Lowell,MA,18545104,3,NCAA Division I without football,5865,4108,9973,1,"Public, 4-year or above",10,30,,30,0,22700,680991,0,0,680991,22700,680991,0,0,680991,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,3158132,,3158132,3158132,0,3158132,3158132,,3158132,3158132,0,3158132,Ice Hockey
166513,216100,University of Massachusetts-Lowell,1 University Ave,Lowell,MA,18545104,3,NCAA Division I without football,5865,4108,9973,1,"Public, 4-year or above",11,47,37,47,37,2872,134993,3027,111993,246986,2872,134993,3027,111993,246986,1,1,1,0,1,0,1,0,1,0,2,2,2,2,1,2,1,1,0,1,0,4,935105,877651,1812756,935105,877651,1812756,935105,874957,1810062,935105,874957,1810062,Lacrosse
166513,216100,University of Massachusetts-Lowell,1 University Ave,Lowell,MA,18545104,3,NCAA Division I without football,5865,4108,9973,1,"Public, 4-year or above",15,31,29,31,29,2404,74518,3393,98401,172919,2404,74518,3393,98401,172919,1,1,2,0,2,0,0,0,0,0,2,3,2,3,1,3,1,1,0,1,0,5,756227,1045636,1801863,756227,1045636,1801863,747083,1041529,1788612,747083,1041529,1788612,Soccer
166513,216100,University of Massachusetts-Lowell,1 University Ave,Lowell,MA,18545104,3,NCAA Division I without football,5865,4108,9973,1,"Public, 4-year or above",16,,22,0,22,0,0,8399,184788,184788,0,0,8399,184788,184788,,1,0,0,0,0,1,0,1,0,1,,2,1,0,1,0,1,0,1,0,2,,859074,859074,0,859074,859074,,846137,846137,0,846137,846137,Softball
167358,219900,Northeastern University,360 Huntington Ave,Boston,MA,21155005,3,NCAA Division I without football,7176,8469,15645,2,"Private nonprofit, 4-year or above",1,41,,41,0,13639,559211,0,0,559211,13639,559211,0,0,559211,1,,1,0,1,0,0,0,0,0,1,3,,1,2,1,2,0,0,0,0,3,1834105,,1834105,1834105,0,1834105,1834105,,1834105,1834105,0,1834105,Baseball
167358,219900,Northeastern University,360 Huntington Ave,Boston,MA,21155005,3,NCAA Division I without football,7176,8469,15645,2,"Private nonprofit, 4-year or above",2,14,16,14,16,40811,571358,20667,330673,902031,40811,571358,20667,330673,902031,1,1,1,0,1,0,1,0,1,0,2,3,3,4,0,4,0,1,1,1,1,6,3384972,2486695,5871667,3384972,2486695,5871667,3384972,2486695,5871667,3384972,2486695,5871667,Basketball
167358,219900,Northeastern University,360 Huntington Ave,Boston,MA,21155005,3,NCAA Division I without football,7176,8469,15645,2,"Private nonprofit, 4-year or above",3,116,109,116,109,2001,232076,2085,227242,459318,2001,232076,2085,227242,459318,1,1,0,0,0,0,0,2,2,0,2,6,6,0,8,8,0,0,4,0,4,12,1264442,1378398,2642840,1264442,1378398,2642840,1264442,1378398,2642840,1264442,1378398,2642840,Track and Field and Cross Country (combined)
167358,219900,Northeastern University,360 Huntington Ave,Boston,MA,21155005,3,NCAA Division I without football,7176,8469,15645,2,"Private nonprofit, 4-year or above",6,,23,0,23,0,0,8946,205757,205757,0,0,8946,205757,205757,,1,0,0,0,0,1,0,1,0,1,,2,0,0,0,0,2,0,2,0,2,,1406162,1406162,0,1406162,1406162,,1406162,1406162,0,1406162,1406162,Field Hockey
167358,219900,Northeastern University,360 Huntington Ave,Boston,MA,21155005,3,NCAA Division I without football,7176,8469,15645,2,"Private nonprofit, 4-year or above",10,29,31,29,31,20070,582031,12215,378655,960686,20070,582031,12215,378655,960686,1,1,2,0,2,0,0,0,0,0,2,3,3,3,2,3,2,1,0,1,0,6,3604554,2663700,6268254,3604554,2663700,6268254,3604554,2663700,6268254,3604554,2663700,6268254,Ice Hockey
167358,219900,Northeastern University,360 Huntington Ave,Boston,MA,21155005,3,NCAA Division I without football,7176,8469,15645,2,"Private nonprofit, 4-year or above",13,47,51,47,51,6711,315419,7124,363323,678742,6711,315419,7124,363323,678742,1,1,2,0,2,0,0,0,0,0,2,3,5,3,2,3,2,1,2,1,2,8,2129876,2037842,4167718,2129876,2037842,4167718,2129876,2037842,4167718,2129876,2037842,4167718,Rowing
167358,219900,Northeastern University,360 Huntington Ave,Boston,MA,21155005,3,NCAA Division I without football,7176,8469,15645,2,"Private nonprofit, 4-year or above",15,36,32,36,32,6813,245261,7431,237793,483054,6813,245261,7431,237793,483054,1,1,1,0,1,0,1,0,1,0,2,3,3,0,5,0,5,1,0,1,0,6,1363343,1399412,2762755,1363343,1399412,2762755,1363343,1399412,2762755,1363343,1399412,2762755,Soccer
167358,219900,Northeastern University,360 Huntington Ave,Boston,MA,21155005,3,NCAA Division I without football,7176,8469,15645,2,"Private nonprofit, 4-year or above",18,,41,0,41,0,0,3260,133653,133653,0,0,3260,133653,133653,,1,1,0,1,0,0,0,0,0,1,,2,1,0,1,0,0,1,1,0,2,,1222016,1222016,0,1222016,1222016,,1222016,1222016,0,1222016,1222016,Swimming and Diving (combined)
167358,219900,Northeastern University,360 Huntington Ave,Boston,MA,21155005,3,NCAA Division I without football,7176,8469,15645,2,"Private nonprofit, 4-year or above",26,,18,0,18,0,0,9210,165776,165776,0,0,9210,165776,165776,,1,0,0,0,0,1,0,1,0,1,,3,2,0,2,0,0,1,0,1,3,,1368461,1368461,0,1368461,1368461,,1368461,1368461,0,1368461,1368461,Volleyball
167358,219900,Northeastern University,360 Huntington Ave,Boston,MA,21155005,3,NCAA Division I without football,7176,8469,15645,2,"Private nonprofit, 4-year or above",29,,,25,1,,,,,,361,9016,361,361,9377,,,0,1,0,1,0,0,0,0,1,,,0,3,0,3,0,0,0,0,3,,,,87137,3485,90622,,,,87137,3485,90622,Other Sports
169716,232300,University of Detroit Mercy,4001 W McNichols Rd,Detroit,MI,482213038,3,NCAA Division I without football,765,1417,2182,2,"Private nonprofit, 4-year or above",2,14,15,14,15,34604,484454,19260,288900,773354,34604,484454,19260,288900,773354,1,1,1,0,1,0,1,0,1,0,2,3,3,4,0,4,0,2,0,2,0,6,2798335,1586796,4385131,2798335,1586796,4385131,2798335,1586796,4385131,2798335,1586796,4385131,Basketball
169716,232300,University of Detroit Mercy,4001 W McNichols Rd,Detroit,MI,482213038,3,NCAA Division I without football,765,1417,2182,2,"Private nonprofit, 4-year or above",3,97,57,97,57,882,85572,882,50257,135829,882,85572,882,50257,135829,1,1,0,2,2,0,0,0,0,0,2,2,2,0,4,2,2,0,0,0,0,4,614550,477591,1092141,614550,477591,1092141,614550,477591,1092141,614550,477591,1092141,Track and Field and Cross Country (combined)
169716,232300,University of Detroit Mercy,4001 W McNichols Rd,Detroit,MI,482213038,3,NCAA Division I without football,765,1417,2182,2,"Private nonprofit, 4-year or above",5,6,5,6,5,1369,8214,1344,6721,14935,1369,8214,1344,6721,14935,1,1,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,54492,35354,89846,54492,35354,89846,54492,35354,89846,54492,35354,89846,Fencing
169716,232300,University of Detroit Mercy,4001 W McNichols Rd,Detroit,MI,482213038,3,NCAA Division I without football,765,1417,2182,2,"Private nonprofit, 4-year or above",8,8,7,8,7,5845,46762,6488,45418,92180,5845,46762,6488,45418,92180,1,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,184796,178377,363173,184796,178377,363173,184796,175126,359922,184796,175126,359922,Golf
169716,232300,University of Detroit Mercy,4001 W McNichols Rd,Detroit,MI,482213038,3,NCAA Division I without football,765,1417,2182,2,"Private nonprofit, 4-year or above",11,50,32,50,32,3161,158051,2415,77270,235321,3161,158051,2415,77270,235321,1,1,2,0,2,0,0,0,0,0,2,2,1,2,0,2,0,1,0,1,0,3,789017,581060,1370077,789017,581060,1370077,789017,581060,1370077,789017,581060,1370077,Lacrosse
169716,232300,University of Detroit Mercy,4001 W McNichols Rd,Detroit,MI,482213038,3,NCAA Division I without football,765,1417,2182,2,"Private nonprofit, 4-year or above",15,35,39,35,39,2565,89767,2069,80710,170477,2565,89767,2069,80710,170477,1,1,2,0,2,0,0,0,0,0,2,1,1,0,2,0,2,0,0,0,0,2,707829,832445,1540274,707829,832445,1540274,707829,832445,1540274,707829,832445,1540274,Soccer
169716,232300,University of Detroit Mercy,4001 W McNichols Rd,Detroit,MI,482213038,3,NCAA Division I without football,765,1417,2182,2,"Private nonprofit, 4-year or above",16,,22,0,22,0,0,4482,98614,98614,0,0,4482,98614,98614,,1,1,0,1,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,1,1,,612677,612677,0,612677,612677,,612677,612677,0,612677,612677,Softball
171571,230700,Oakland University,2200 North Squirrel Road,Rochester Hills,MI,483094401,3,NCAA Division I without football,4446,6390,10836,1,"Public, 4-year or above",1,36,,36,0,7149,257365,0,0,257365,7149,257365,0,0,257365,1,,1,0,1,0,0,0,0,0,1,3,,1,2,1,2,0,0,0,0,3,743415,,743415,743415,0,743415,743415,,743415,743415,0,743415,Baseball
171571,230700,Oakland University,2200 North Squirrel Road,Rochester Hills,MI,483094401,3,NCAA Division I without football,4446,6390,10836,1,"Public, 4-year or above",2,16,17,16,17,25258,404120,22000,373993,778113,25258,404120,22000,373993,778113,1,1,2,0,2,0,0,0,0,0,2,3,3,4,0,4,0,2,0,2,0,6,2033397,1568341,3601738,2033397,1568341,3601738,2033397,1568341,3601738,2033397,1568341,3601738,Basketball
171571,230700,Oakland University,2200 North Squirrel Road,Rochester Hills,MI,483094401,3,NCAA Division I without football,4446,6390,10836,1,"Public, 4-year or above",3,77,98,77,98,1275,98197,1237,121245,219442,1275,98197,1237,121245,219442,2,2,0,2,2,0,0,2,2,0,4,9,9,2,10,2,10,0,6,0,6,18,522028,624232,1146260,522028,624232,1146260,522028,624232,1146260,522028,624232,1146260,Track and Field and Cross Country (combined)
171571,230700,Oakland University,2200 North Squirrel Road,Rochester Hills,MI,483094401,3,NCAA Division I without football,4446,6390,10836,1,"Public, 4-year or above",8,8,9,8,9,26719,213753,16438,147941,361694,26719,213753,16438,147941,361694,1,1,1,0,1,0,1,0,1,0,2,1,1,0,2,0,2,0,0,0,0,2,466126,390178,856304,466126,390178,856304,466126,390178,856304,466126,390178,856304,Golf
171571,230700,Oakland University,2200 North Squirrel Road,Rochester Hills,MI,483094401,3,NCAA Division I without football,4446,6390,10836,1,"Public, 4-year or above",15,28,26,28,26,4724,132261,5007,130177,262438,4724,132261,5007,130177,262438,1,1,2,0,2,0,0,0,0,0,2,3,2,2,2,2,2,0,1,0,1,5,669802,782751,1452553,669802,782751,1452553,669802,782751,1452553,669802,782751,1452553,Soccer
171571,230700,Oakland University,2200 North Squirrel Road,Rochester Hills,MI,483094401,3,NCAA Division I without football,4446,6390,10836,1,"Public, 4-year or above",16,,20,0,20,0,0,7934,158677,158677,0,0,7934,158677,158677,,1,0,0,0,0,1,0,1,0,1,,3,0,0,0,0,0,3,0,3,3,,672722,672722,0,672722,672722,,672722,672722,0,672722,672722,Softball
171571,230700,Oakland University,2200 North Squirrel Road,Rochester Hills,MI,483094401,3,NCAA Division I without football,4446,6390,10836,1,"Public, 4-year or above",18,27,28,27,28,3445,93011,3993,111791,204802,3445,93011,3993,111791,204802,1,1,0,2,2,0,0,0,0,0,2,4,4,2,4,2,4,0,2,0,2,8,517385,671840,1189225,517385,671840,1189225,517385,671840,1189225,517385,671840,1189225,Swimming and Diving (combined)
171571,230700,Oakland University,2200 North Squirrel Road,Rochester Hills,MI,483094401,3,NCAA Division I without football,4446,6390,10836,1,"Public, 4-year or above",22,,7,0,7,0,0,8396,58773,58773,0,0,8396,58773,58773,,1,0,0,0,0,1,0,1,0,1,,1,0,0,0,0,0,1,0,1,1,,327926,327926,0,327926,327926,,327926,327926,0,327926,327926,Tennis
171571,230700,Oakland University,2200 North Squirrel Road,Rochester Hills,MI,483094401,3,NCAA Division I without football,4446,6390,10836,1,"Public, 4-year or above",26,,20,0,20,0,0,5080,101608,101608,0,0,5080,101608,101608,,1,1,0,1,0,0,0,0,0,1,,3,0,1,0,1,0,2,0,2,3,,688075,688075,0,688075,688075,,688075,688075,0,688075,688075,Volleyball
178402,251800,University of Missouri-Kansas City,5000 Holmes St.,Kansas City,MO,64110,3,NCAA Division I without football,2274,3439,5713,1,"Public, 4-year or above",2,22,26,22,26,19009,418190,19707,512394,930584,19009,418190,19707,512394,930584,1,1,1,0,1,0,1,0,1,0,2,3,3,4,0,4,0,2,0,2,0,6,2355578,2024312,4379890,2355578,2024312,4379890,2355578,2024312,4379890,2355578,2024312,4379890,Basketball
178402,251800,University of Missouri-Kansas City,5000 Holmes St.,Kansas City,MO,64110,3,NCAA Division I without football,2274,3439,5713,1,"Public, 4-year or above",8,7,,7,0,10878,76143,0,0,76143,10878,76143,0,0,76143,1,,1,0,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,307529,,307529,307529,0,307529,307529,,307529,307529,0,307529,Golf
178402,251800,University of Missouri-Kansas City,5000 Holmes St.,Kansas City,MO,64110,3,NCAA Division I without football,2274,3439,5713,1,"Public, 4-year or above",15,32,35,32,35,3146,100675,3993,139757,240432,3146,100675,3993,139757,240432,1,1,1,0,1,0,1,0,1,0,2,1,1,2,0,2,0,0,0,0,0,2,841584,710730,1552314,841584,710730,1552314,841584,710730,1552314,841584,710730,1552314,Soccer
178402,251800,University of Missouri-Kansas City,5000 Holmes St.,Kansas City,MO,64110,3,NCAA Division I without football,2274,3439,5713,1,"Public, 4-year or above",16,,23,0,23,0,0,5924,136241,136241,0,0,5924,136241,136241,,1,1,0,1,0,0,0,0,0,1,,1,0,0,0,0,1,0,1,0,1,,606158,606158,0,606158,606158,,606158,606158,0,606158,606158,Softball
178402,251800,University of Missouri-Kansas City,5000 Holmes St.,Kansas City,MO,64110,3,NCAA Division I without football,2274,3439,5713,1,"Public, 4-year or above",22,,9,0,9,0,0,3294,29642,29642,0,0,3294,29642,29642,,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,395092,395092,0,395092,395092,,395092,395092,0,395092,395092,Tennis
178402,251800,University of Missouri-Kansas City,5000 Holmes St.,Kansas City,MO,64110,3,NCAA Division I without football,2274,3439,5713,1,"Public, 4-year or above",25,15,17,15,17,1274,19104,1283,21816,40920,1274,19104,1283,21816,40920,1,1,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,262160,316598,578758,262160,316598,578758,262160,316598,578758,262160,316598,578758,Cross Country
178402,251800,University of Missouri-Kansas City,5000 Holmes St.,Kansas City,MO,64110,3,NCAA Division I without football,2274,3439,5713,1,"Public, 4-year or above",26,,15,0,15,0,0,8807,132101,132101,0,0,8807,132101,132101,,1,0,0,0,0,1,0,1,0,1,,1,1,0,1,0,0,0,0,0,1,,737649,737649,0,737649,737649,,737649,737649,0,737649,737649,Volleyball
179159,250600,Saint Louis University,One North Grand Blvd,Saint Louis,MO,631032097,3,NCAA Division I without football,2473,4142,6615,2,"Private nonprofit, 4-year or above",1,34,,34,0,11680,397120,0,0,397120,11680,397120,0,0,397120,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,1494531,,1494531,1494531,0,1494531,1494531,,1494531,1494531,0,1494531,Baseball
179159,250600,Saint Louis University,One North Grand Blvd,Saint Louis,MO,631032097,3,NCAA Division I without football,2473,4142,6615,2,"Private nonprofit, 4-year or above",2,14,22,14,22,93521,1309298,30835,678365,1987663,93521,1309298,30835,678365,1987663,1,1,1,0,1,0,1,0,1,0,2,3,3,5,0,5,0,1,0,1,0,6,7623032,3179359,10802391,7623032,3179359,10802391,7623032,3179359,10802391,7623032,3179359,10802391,Basketball
179159,250600,Saint Louis University,One North Grand Blvd,Saint Louis,MO,631032097,3,NCAA Division I without football,2473,4142,6615,2,"Private nonprofit, 4-year or above",3,71,122,71,122,1824,129534,1125,137215,266749,1824,129534,1125,137215,266749,1,1,0,2,2,0,0,0,0,0,2,3,3,0,2,0,2,0,4,0,4,6,520041,546212,1066253,520041,546212,1066253,520041,546212,1066253,520041,546212,1066253,Track and Field and Cross Country (combined)
179159,250600,Saint Louis University,One North Grand Blvd,Saint Louis,MO,631032097,3,NCAA Division I without football,2473,4142,6615,2,"Private nonprofit, 4-year or above",6,,22,0,22,0,0,6253,137575,137575,0,0,6253,137575,137575,,1,0,0,0,0,1,0,1,0,1,,1,0,0,0,0,1,0,1,0,1,,616520,616520,0,616520,616520,,616520,616520,0,616520,616520,Field Hockey
179159,250600,Saint Louis University,One North Grand Blvd,Saint Louis,MO,631032097,3,NCAA Division I without football,2473,4142,6615,2,"Private nonprofit, 4-year or above",15,34,27,34,27,7886,268136,9453,255240,523376,7886,268136,9453,255240,523376,1,1,1,0,1,0,1,0,1,0,2,3,3,3,1,3,1,1,1,1,1,6,1287234,1580443,2867677,1287234,1580443,2867677,1287234,1580443,2867677,1287234,1580443,2867677,Soccer
179159,250600,Saint Louis University,One North Grand Blvd,Saint Louis,MO,631032097,3,NCAA Division I without football,2473,4142,6615,2,"Private nonprofit, 4-year or above",16,,20,0,20,0,0,9487,189749,189749,0,0,9487,189749,189749,,1,0,0,0,0,1,0,1,0,1,,3,0,1,0,1,1,1,1,1,3,,637978,637978,0,637978,637978,,637978,637978,0,637978,637978,Softball
179159,250600,Saint Louis University,One North Grand Blvd,Saint Louis,MO,631032097,3,NCAA Division I without football,2473,4142,6615,2,"Private nonprofit, 4-year or above",18,39,40,39,40,1769,69005,1630,65192,134197,1769,69005,1630,65192,134197,1,1,0,2,2,0,0,0,0,0,2,4,4,0,4,0,4,0,4,0,4,8,181162,218991,400153,181162,218991,400153,181162,218991,400153,181162,218991,400153,Swimming and Diving (combined)
179159,250600,Saint Louis University,One North Grand Blvd,Saint Louis,MO,631032097,3,NCAA Division I without football,2473,4142,6615,2,"Private nonprofit, 4-year or above",22,10,11,10,11,7285,72849,6910,76005,148854,7285,72849,6910,76005,148854,1,1,0,2,2,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,1,2,296618,414494,711112,296618,414494,711112,296618,414494,711112,296618,414494,711112,Tennis
179159,250600,Saint Louis University,One North Grand Blvd,Saint Louis,MO,631032097,3,NCAA Division I without football,2473,4142,6615,2,"Private nonprofit, 4-year or above",26,,16,0,16,0,0,10403,166455,166455,0,0,10403,166455,166455,,1,1,0,1,0,0,0,0,0,1,,3,1,1,1,1,1,0,1,0,3,,1086191,1086191,0,1086191,1086191,,1086191,1086191,0,1086191,1086191,Volleyball
181002,254200,Creighton University,2500 California Plaza,Omaha,NE,68178,3,NCAA Division I without football,1776,2583,4359,2,"Private nonprofit, 4-year or above",1,43,,43,0,13843,595265,0,0,595265,13843,595265,0,0,595265,1,,1,0,1,0,0,0,0,0,1,2,,2,0,2,0,0,0,0,0,2,1334774,,1334774,1334774,0,1334774,1953899,,1953899,1953899,0,1953899,Baseball
181002,254200,Creighton University,2500 California Plaza,Omaha,NE,68178,3,NCAA Division I without football,1776,2583,4359,2,"Private nonprofit, 4-year or above",2,15,12,15,12,106929,1603938,59526,714313,2318251,106929,1603938,59526,714313,2318251,1,1,2,0,2,0,0,0,0,0,2,3,3,3,0,3,0,3,0,3,0,6,13170033,1518096,14688129,13170033,1518096,14688129,10181483,2382477,12563960,10181483,2382477,12563960,Basketball
181002,254200,Creighton University,2500 California Plaza,Omaha,NE,68178,3,NCAA Division I without football,1776,2583,4359,2,"Private nonprofit, 4-year or above",3,49,46,49,46,1273,62383,1187,54585,116968,1273,62383,1187,54585,116968,1,1,0,2,2,0,0,0,0,0,2,1,1,0,2,0,2,0,0,0,0,2,395956,413035,808991,395956,413035,808991,275421,240998,516419,275421,240998,516419,Track and Field and Cross Country (combined)
181002,254200,Creighton University,2500 California Plaza,Omaha,NE,68178,3,NCAA Division I without football,1776,2583,4359,2,"Private nonprofit, 4-year or above",8,11,9,11,9,11364,125002,8471,76235,201237,11364,125002,8471,76235,201237,1,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,438333,440142,878475,438333,440142,878475,376972,296194,673166,376972,296194,673166,Golf
181002,254200,Creighton University,2500 California Plaza,Omaha,NE,68178,3,NCAA Division I without football,1776,2583,4359,2,"Private nonprofit, 4-year or above",13,,68,0,68,0,0,2922,198723,198723,0,0,2922,198723,198723,,1,0,1,0,1,0,0,0,0,1,,4,0,1,0,1,0,3,0,3,4,,432306,432306,0,432306,432306,,440013,440013,0,440013,440013,Rowing
181002,254200,Creighton University,2500 California Plaza,Omaha,NE,68178,3,NCAA Division I without football,1776,2583,4359,2,"Private nonprofit, 4-year or above",15,35,38,35,38,8868,310383,6162,234162,544545,8868,310383,6162,234162,544545,1,1,2,0,2,0,0,0,0,0,2,2,2,2,0,2,0,2,0,2,0,4,1309789,1168727,2478516,1309789,1168727,2478516,1406711,1364598,2771309,1406711,1364598,2771309,Soccer
181002,254200,Creighton University,2500 California Plaza,Omaha,NE,68178,3,NCAA Division I without football,1776,2583,4359,2,"Private nonprofit, 4-year or above",16,,22,0,22,0,0,11801,259614,259614,0,0,11801,259614,259614,,1,1,0,1,0,0,0,0,0,1,,2,0,0,0,0,1,1,1,1,2,,978542,978542,0,978542,978542,,1258892,1258892,0,1258892,1258892,Softball
181002,254200,Creighton University,2500 California Plaza,Omaha,NE,68178,3,NCAA Division I without football,1776,2583,4359,2,"Private nonprofit, 4-year or above",22,8,10,8,10,5533,44263,5533,55329,99592,5533,44263,5533,55329,99592,1,1,0,2,2,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,1,2,421086,377056,798142,421086,377056,798142,242854,286126,528980,242854,286126,528980,Tennis
181002,254200,Creighton University,2500 California Plaza,Omaha,NE,68178,3,NCAA Division I without football,1776,2583,4359,2,"Private nonprofit, 4-year or above",26,,16,0,16,0,0,16488,263815,263815,0,0,16488,263815,263815,,1,0,0,0,0,1,0,1,0,1,,2,1,0,1,0,1,0,1,0,2,,1382876,1382876,0,1382876,1382876,,1609957,1609957,0,1609957,1609957,Volleyball
181394,255400,University of Nebraska at Omaha,6001 Dodge St,Omaha,NE,681820225,3,NCAA Division I without football,4298,5650,9948,1,"Public, 4-year or above",1,35,,35,0,10551,369274,0,0,369274,10551,369274,0,0,369274,1,,1,0,1,0,0,0,0,0,1,2,,2,0,2,0,0,0,0,0,2,679916,,679916,679916,0,679916,1074768,,1074768,1074768,0,1074768,Baseball
181394,255400,University of Nebraska at Omaha,6001 Dodge St,Omaha,NE,681820225,3,NCAA Division I without football,4298,5650,9948,1,"Public, 4-year or above",2,14,14,14,14,21773,304823,14622,204704,509527,21773,304823,14622,204704,509527,1,1,1,0,1,0,1,0,1,0,2,3,3,4,0,4,0,2,0,2,0,6,2612252,3233472,5845724,2612252,3233472,5845724,2311371,1675509,3986880,2311371,1675509,3986880,Basketball
181394,255400,University of Nebraska at Omaha,6001 Dodge St,Omaha,NE,681820225,3,NCAA Division I without football,4298,5650,9948,1,"Public, 4-year or above",3,,77,0,77,0,0,1316,101368,101368,0,0,1316,101368,101368,,1,1,0,1,0,0,0,0,0,1,,1,1,0,1,0,0,0,0,0,1,,281211,281211,0,281211,281211,,521596,521596,0,521596,521596,Track and Field and Cross Country (combined)
181394,255400,University of Nebraska at Omaha,6001 Dodge St,Omaha,NE,681820225,3,NCAA Division I without football,4298,5650,9948,1,"Public, 4-year or above",8,11,10,11,10,5239,57632,6292,62916,120548,5239,57632,6292,62916,120548,1,1,0,2,2,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,0,2,12388,96247,108635,12388,96247,108635,260789,292280,553069,260789,292280,553069,Golf
181394,255400,University of Nebraska at Omaha,6001 Dodge St,Omaha,NE,681820225,3,NCAA Division I without football,4298,5650,9948,1,"Public, 4-year or above",10,27,,27,0,28405,766947,0,0,766947,28405,766947,0,0,766947,1,,1,0,1,0,0,0,0,0,1,2,,2,0,2,0,0,0,0,0,2,4910317,,4910317,4910317,0,4910317,3389197,,3389197,3389197,0,3389197,Ice Hockey
181394,255400,University of Nebraska at Omaha,6001 Dodge St,Omaha,NE,681820225,3,NCAA Division I without football,4298,5650,9948,1,"Public, 4-year or above",15,27,26,27,26,7444,200982,4668,121376,322358,7444,200982,4668,121376,322358,1,1,2,0,2,0,0,0,0,0,2,1,1,1,0,1,0,1,0,1,0,2,472939,268936,741875,472939,268936,741875,1129866,845882,1975748,1129866,845882,1975748,Soccer
181394,255400,University of Nebraska at Omaha,6001 Dodge St,Omaha,NE,681820225,3,NCAA Division I without football,4298,5650,9948,1,"Public, 4-year or above",16,,22,0,22,0,0,8813,193895,193895,0,0,8813,193895,193895,,1,1,0,1,0,0,0,0,0,1,,1,0,0,0,0,1,0,1,0,1,,620405,620405,0,620405,620405,,809998,809998,0,809998,809998,Softball
